tic,settledate,cret,car,bhar,number,classend,ceyr,month,gap,lgap,settleamt,year,styr,gvkey,date,fyear_st,at_st,capx_st,ceq_st,dltt_st,dp_st,dt_st,ebit_st,revt_st,setp_st,txpd_st,wcap,xintd_st,mkvalt_st,sic,f_month,wcap_1_st,dwcap_st,ebit_1_st,fcf_st,fcf_1_st,size_st,debtratio_st,M2B_st,classification,Accounting,Secondary Market & Trading,Financial Intermediatary,Non-Accounting disclsoure and misrepresentation,Others,fyear_ce,at_ce,capx_ce,ceq_ce,dltt_ce,dp_ce,dt_ce,ebit_ce,revt_ce,setp_ce,txpd_ce,wcap_ce,xintd_ce,mkvalt_ce,wcap_1_ce,dwcap_ce,ebit_1_ce,fcf_ce,fcf_1_ce,size_ce,debtratio_ce,M2B_ce,PRC,VOL,SHROUT,sprtrn,vt,share turnover,abnormal volume,abnormal share turnover,skewness
UHAL,2006-07-24,-11.9802448,-20.0790608,-19.6021072,102698,2002-09-26,2002,7,1397,7.2420826,7.0,2006,2006,1393.0,2006-03-31,2005.0,3367.218,344.38199999999995,695.6039999999998,1010.314,142.817,1041.866,305.381,2106.626,,43.3,,,2106.5765,7510.0,3.0,,,166.99599999999995,,,8.121842163129884,0.30004413138680064,0.6256133401520187,NON-ACCOUNTING MISREPRESENTATIONS,0,0,0,1,0,,,,,,,,,,,,,,,,,,,,,,,89.57,117460.0,21285.0,1.6625,71277.8,3.348733850129199,46182.2,2.1697063659854354,0
VECO,2007-08-16,2.9411763900000003,4.5384838,4.76829654,103365,2005-02-10,2005,8,917,6.821107400000002,5.5,2007,2007,11124.0,2007-12-31,2007.0,529.3340000000002,9.092,273.677,121.035,13.6,146.585,-4.885,402.475,,1.618,174.516,,531.4608,3559.0,12.0,248.06,-73.54400000000003,23.044,71.54899999999999,14.413000000000007,6.271619612584022,0.22865525358280406,1.0040178790706809,NON-ACCOUNTING MISREPRESENTATIONS,0,0,0,1,0,2005.0,567.86,11.675999999999998,248.587,229.205,29.811,229.58,12.468,410.19,,3.8,229.65,,520.9398,216.802,12.847999999999983,-7.557,13.955000000000016,-78.77100000000003,6.341874909467004,0.4036294157010531,0.9173736484344732,16.06,852148.0,31740.0,0.3249,519300.75,16.36108223062382,332847.25,10.486680844360428,-1
SWC,2007-05-02,-10.8843498,-9.8841315,-10.0610794,102390,2002-04-01,2002,5,1857,7.5267177,2.55,2007,2007,31203.0,2007-12-31,2007.0,742.4069999999998,87.876,517.404,126.841,83.272,128.05,-14.929,619.215,,0.0,195.842,,892.6323,1090.0,12.0,198.749,-2.9070000000000107,7.936,-16.62599999999999,-5.118000000000023,6.60989761030685,0.17085102915247302,1.2023489810844996,FAILURE OF DISCLOSURE ACCOUNTING IRREGULARITIES,1,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,15.39,623450.0,91636.0,0.6472,696321.25,7.598773953468069,-72871.25,-0.7952251298616264,0
RCII,2007-10-30,-9.5833316,4.67063306,4.0151694199999985,102303,2001-10-08,2001,10,2213,7.7021046,3.6,2007,2007,31460.0,2007-12-31,2007.0,2626.943,101.961,947.091,1272.77,648.893,1272.77,301.3,2902.2209999999995,-58.35,19.759,,,968.5421,7350.0,12.0,,,295.244,,,7.873576091696048,0.4845061350779214,0.3686955141394389,FAILURE OF DISCLOSURE ACCOUNTING IRREGULARITIES,1,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,16.08,1549396.0,66885.0,-0.6462999999999999,888982.675,13.29121140763998,660413.325,9.873862973760932,0
BRKS,2008-06-24,-15.0423645,11.79026189,9.40836718,103629,2006-05-22,2006,6,764,6.6385679,7.75,2008,2008,31477.0,2008-09-30,2008.0,663.638,23.439,541.995,0.0,34.538000000000004,,-28.012,526.366,1.4,2.167,235.795,0.0,531.5539,3559.0,9.0,336.724,-100.929,47.459,81.84900000000002,-30.20900000000001,6.497736820088496,0.0,0.8009696551433161,ACCOUNTING (OPTION DATING),1,0,0,0,0,2006.0,992.577,17.954,799.1339999999999,0.002,31.664,0.013,46.431,692.87,,6.28,252.633,,984.3876,168.231,84.40199999999999,12.224,-30.54099999999999,139.08100000000002,6.900304591416007,2.014957026004028e-06,0.9917493554656214,9.02,805630.0,63488.0,-0.2815,798846.2416666667,12.582633594800068,6783.758333333302,0.10685103221606133,0
HLIT,2007-02-07,-0.7891734000000001,-12.3746333,-13.113909800000002,101453,2000-06-26,2000,2,2417,7.7902822,15.0,2007,2007,31843.0,2007-12-31,2007.0,475.779,5.8679999999999986,334.413,0.0,11.999,,27.452,311.204,-6.4,1.716,283.276,,982.7306,3663.0,12.0,97.398,185.878,4.52,-154.01100000000002,27.989999999999995,6.16495346070315,0.0,2.065519075032736,FAILURE OF DISCLOSURE ACCOUNTING IRREGULARITIES,1,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,9.35,1166177.0,78386.0,0.13949999999999999,1106270.925,14.113118732937005,59906.07499999995,0.7642445717347479,0
ADEX,2006-07-10,-0.9885687,-4.224923,-4.105563500000001,103639,2006-06-13,2006,7,27,5.4116459,0.0,2006,2006,61427.0,2006-04-30,2005.0,177.46200000000005,1.45,150.11700000000005,3.244,1.744,3.431,17.127,103.448,,0.381,138.886,,446.8192,3825.0,4.0,116.641,22.24499999999999,23.571,-5.204999999999992,,5.178756501489068,0.01827996979635077,2.5178302960633823,NON-ACCOUNTING MISREPRESENTATIONS,0,0,0,1,0,,,,,,,,,,,,,,,,,,,,,,,32.46,110198.0,14493.0,0.147,238806.93333333332,16.477398284229167,-128608.93333333332,-8.873865544285746,0
ESST,2007-04-30,-7.9136702,3.94172785,3.1089952000000003,102563,2002-09-12,2002,4,1691,7.4330754,3.5,2007,2007,61396.0,2007-12-31,2007.0,91.373,0.611,47.765,0.0,3.567,,-5.027,68.331,,0.43,55.918,0.0,47.2749,3674.0,12.0,20.975,34.943000000000005,-60.785,-37.444,-19.78499999999999,4.514950030005503,0.0,0.517383691024701,NON-ACCOUNTING MISREPRESENTATIONS,0,0,0,1,0,,,,,,,,,,,,,,,,,,,,,,,1.24,471819.0,35511.0,-0.7830999999999999,349234.23333333334,9.834536716322642,122584.76666666666,3.4520223780424844,0
NWPX,2012-09-24,-6.2953062000000015,-3.4044094,-3.4881105000000003,104404,2009-11-11,2009,9,1048,6.954639,12.5,2012,2012,61635.0,2012-12-31,2012.0,422.422,16.789,259.432,63.069,16.267,72.078,27.56,524.503,,5.007,167.392,,223.8784,3317.0,12.0,170.614,-3.2220000000000084,32.823,25.253,28.53700000000001,6.0460048143690965,0.14930330333173936,0.5299875479970267,FAILURE OF DISCLOSURE ACCOUNTING IRREGULARITIES,1,0,0,0,0,2009.0,391.237,22.692,246.299,51.722,7.007999999999999,57.844,-8.408999999999999,278.654,,-0.162,122.344,,248.3207,223.248,-100.904,58.492,76.973,-15.492999999999993,5.969313514465278,0.1322011977394776,0.6347065844999323,26.1,31813.0,9383.0,-0.22329999999999997,53694.24166666667,5.7225025755799495,-21881.24166666667,-2.3320091299868557,0
HIG,2009-08-28,19.41224386,-0.9247489,-1.8000140000000002,103279,2004-10-13,2004,8,1780,7.484368799999999,3.85,2009,2009,61739.0,2009-12-31,2009.0,307717.0,,14905.0,6608.0,261.0,,,24813.0,,,,476.0,,6331.0,12.0,,,-3058.0,,,12.63693580840277,0.021474276689295684,,BID RIGGING (INSURANCE KICKBACKS ALLEGATIONS),0,0,0,0,1,2004.0,259735.0,,14238.0,4308.0,274.0,,,22748.0,,,,251.0,,165.683,,11.814,,39.36300000000001,12.467417159459549,0.016586135869251353,,24.16,18891000.0,328158.0,-0.19879999999999998,22055623.333333332,67.2103783340139,-3164623.333333332,-9.643596478931892,0
STKR,2007-08-21,6.6666606900000005,-7.8651941999999995,-9.215246,103445,2004-11-09,2004,8,1015,6.922643700000001,3.4,2007,2007,30209.0,2007-12-31,2007.0,34.038000000000004,0.986,9.499,15.339,3.245,17.252,-5.501,29.887,,0.125,2.506,,37.7849,3674.0,12.0,1.291,1.215,-3.682,-4.582,-1.107,3.5274775475724853,0.4506433985545567,1.1100799106880543,NON-ACCOUNTING MISREPRESENTATIONS,0,0,0,1,0,2004.0,33.778,0.349,19.581,5.5520000000000005,2.419,7.463999999999999,-7.872999999999998,17.653,,,2.141,,32.2208,485.365,-483.224,132.703,,-37.55700000000003,3.5198097029957296,0.16436733968855471,0.9538989875066612,1.1,3250.0,35897.0,0.10859999999999999,116260.25833333333,3.2387179522894205,-113010.25833333333,-3.1481811386281118,-1
ARTC,2012-02-09,-20.1420266,-22.8104931,-22.7227463,103976,2008-01-23,2008,2,1478,7.2984452000000015,74.0,2012,2012,61996.0,2012-12-31,2012.0,519.7869999999998,10.504,364.007,0.0,20.424,,74.161,368.454,,1.692,287.73,0.0,967.7244,3845.0,12.0,222.742,64.988,77.458,17.401,53.396,6.25341911227556,0.0,1.8617710716120257,FAILURE OF DISCLOSURE ACCOUNTING IRREGULARITIES,1,0,0,0,0,2008.0,387.276,20.89,244.282,0.0,22.994,,-1.584,314.181,,4.553,41.197,,127.6214,148.34799999999996,-107.15099999999998,53.175,103.11799999999998,14.684000000000005,5.959137617133564,0.0,0.32953604147946164,31.26,130753.0,27590.0,0.1474,161217.975,5.84334813338166,-30464.975000000006,-1.1042035157665824,0
PRGX,2005-02-08,-11.731846,-3.3051806000000004,-3.2968617,101450,2000-03-29,2000,2,1777,7.4826818,6.75,2005,2005,62494.0,2005-12-31,2005.0,162.062,5.374,-102.365,140.401,15.675999999999998,140.86700000000005,-9.028,292.152,,2.298,-9.123,,37.8883,8721.0,12.0,7.148,-16.271,7.48,15.247000000000005,251.06400000000002,5.08797897806466,0.8663412767953006,0.23378892028976564,FAILURE OF DISCLOSURE ACCOUNTING IRREGULARITIES,1,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,5.25,91653.0,61894.0,0.0483,190792.26666666666,3.082564815114012,-99139.26666666666,-1.601758921166295,0
KVHI,2007-07-27,-4.7866812,-1.6250535,-1.7953169999999998,103164,2004-07-02,2004,7,1120,7.0210838,5.0,2007,2007,62549.0,2007-12-31,2007.0,91.57,3.92,80.77,2.026,2.1,2.158,0.261,80.915,,0.321,67.696,0.156,119.5298,3812.0,12.0,67.122,0.5739999999999981,1.857,-2.453999999999998,-4.878,4.517103707119642,0.0221251501583488,1.3053379927923994,FAILURE OF DISCLOSURE ACCOUNTING IRREGULARITIES,1,0,0,0,0,2004.0,75.914,1.5219999999999998,67.732,2.397,2.0,2.504,-5.041,62.303,,,58.649,,141.9824,12.071,46.578,-19.099,,,4.3296011206201115,0.031575203519772374,1.870305872434597,8.605,57050.0,15040.0,-1.5992,69542.25833333333,4.623820367907801,-12492.258333333331,-0.8306022828014183,0
NDN,2006-09-20,4.13732627,-0.3699866,-0.9278901,103415,2004-02-03,2004,9,960,6.8669333,2.2,2006,2006,62922.0,2006-03-31,2005.0,628.7080000000002,47.6,501.526,6.874,31.424,6.948,7.454,1023.589,,22.4,201.475,,943.3556,5331.0,3.0,187.417,14.057999999999993,45.289,-45.17999999999999,-130.94500000000002,6.443666919978011,0.010933533532259806,1.5004669894450204,FAILURE OF DISCLOSURE ACCOUNTING IRREGULARITIES,1,0,0,0,0,2004.0,600.2040000000002,57.24800000000001,488.284,0.774,28.246,0.8109999999999999,45.289,972.173,-6.2,22.028,187.417,,1123.3947,62.213,125.204,-23.998,-130.94500000000002,1.1560000000000068,6.397269597429244,0.001289561549073315,1.8716881260371472,12.92,1081800.0,69573.0,0.5211,662025.8333333334,9.515556801249527,419774.1666666666,6.0335786392230695,0
JAKK,2009-11-17,3.996592890000001,2.64570375,2.5445733,103285,2004-10-19,2004,11,1855,7.525639999999999,3.925,2009,2009,62745.0,2009-12-31,2009.0,634.0930000000002,16.33,372.109,86.728,22.2,107.145,36.042,804.314,,5.939,352.189,,334.9847,3942.0,12.0,325.061,27.128000000000046,79.91199999999998,8.844999999999956,72.23300000000006,6.452195631376799,0.13677488948781955,0.5282895411240937,NON-ACCOUNTING MISREPRESENTATIONS,0,0,0,1,0,2004.0,696.762,5.917000000000002,451.485,98.0,21.518,98.0,53.725,574.266,,2.688,229.543,,580.0337,65.2,164.34300000000005,3.15,-97.705,19.281000000000006,6.546443889033982,0.140650609533815,0.8324703413791222,12.91,270404.0,27906.0,0.0919,310844.55833333335,11.138986538139946,-40440.55833333335,-1.4491707279199222,0
SRZ,2009-02-27,-52.3809513,-12.5950838,-16.2848045,103702,2006-06-15,2006,2,988,6.8956828,13.5,2009,2009,62967.0,2009-12-31,2009.0,910.589,19.95,22.047,0.0,44.9,207.811,-48.255,1464.144,,,-333.125,,179.5214,8300.0,12.0,-430.513,97.38800000000003,-82.33200000000002,,,6.814091642880431,0.0,0.1971486587252866,ACCOUNTING (OPTION DATING),1,0,0,0,0,2006.0,1817.428,187.326,647.3009999999998,48.682,27.1,190.605,66.027,1648.399,4.9,1.9,-65.025,,1553.5718,74.863,-139.888,37.81800000000001,43.789000000000016,-52.23999999999998,7.5051775937674154,0.02678620556082552,0.8548188979150756,0.66,699700.0,50961.0,-2.3564,1494480.8333333333,29.325971494541577,-794780.8333333333,-15.595864157558394,0
ZOMX,2005-04-25,-10.3585656,13.00659187,10.35460051,103377,2000-09-21,2000,4,1677,7.4247618000000015,5.82,2005,2005,62804.0,2005-12-31,2005.0,115.172,3.96,88.60799999999998,0.0,8.714,,-23.998,166.984,2.029,0.7190000000000001,62.213,0.0,67.444,3652.0,12.0,83.33200000000002,-21.119000000000007,-6.787000000000001,1.1560000000000068,160.358,4.746426663163446,0.0,0.5855937206960025,FAILURE OF DISCLOSURE (NON-ACCOUNTING),0,0,0,1,0,,,,,,,,,,,,,,,,,,,,,,,2.29,63421.0,32632.0,0.8662000000000001,91188.05,2.7944364427555772,-27767.050000000003,-0.8509147462613387,0
ADRX,2005-06-10,0.7518777700000001,4.9928315,4.7874378700000015,102749,2003-03-04,2003,6,829,6.7202201,2.5,2005,2005,63051.0,2005-12-31,2005.0,1170.9160000000004,28.986,776.91,0.0,35.53,,75.961,1042.625,,5.979,490.517,0.0,1212.3842,5122.0,12.0,313.566,176.95100000000005,116.9,-100.42500000000004,-411.732,7.065541627463683,0.0,1.035415179227203,NON-ACCOUNTING MISREPRESENTATIONS,0,0,0,1,0,,,,,,,,,,,,,,,,,,,,,,,20.8,794939.0,73131.0,-0.23479999999999998,958758.4666666667,13.11015118987388,-163819.46666666667,-2.2400824091926363,0
RNR,2007-04-13,7.589636549999999,6.730709730000001,6.95384992,103482,2005-07-25,2005,4,627,6.440946599999998,0.0,2007,2007,61406.0,2007-12-31,2007.0,8286.355,,2827.503,351.523,,,,1670.871,,,,33.626,,6331.0,12.0,,,953.898,,,9.022365465069829,0.042421909271326184,,FAILURE OF DISCLOSURE ACCOUNTING IRREGULARITIES,1,0,0,0,0,2005.0,6871.261,,1753.84,603.0930000000002,9.635,,,1658.308,,,,28.218000000000004,3154.8795,,,128.095,,,8.835102920046793,0.08777035248697439,0.4591412697028974,52.9,470500.0,72163.0,0.3488,496006.60833333334,6.8734200121022315,-25506.608333333337,-0.3534582588491795,0
HEB,2010-11-09,-0.502321,0.5261838100000001,0.4439295999999999,104396,2009-10-30,2009,11,375,5.9269261,3.6,2010,2010,62525.0,2010-12-31,2010.0,51.68,0.7290000000000001,45.947,0.096,0.78,0.157,-16.387,0.135,,,33.842,,66.7419,2836.0,12.0,55.789,-21.947,-12.664,,,3.945070859474346,0.0018575851393188856,1.2914454334365326,NON-ACCOUNTING MISREPRESENTATIONS,0,0,0,1,0,2009.0,64.994,0.332,58.695,0.0,0.74,,-12.664,0.111,,,55.789,0.0,74.3607,5.646,50.143,-12.175999999999998,,,4.1742949579427115,0.0,1.144116379973536,0.49,321300.0,135242.0,-0.8052,690464.1666666666,5.105397485002193,-369164.1666666666,-2.729656221193613,0
ANF,2006-11-03,-1.7820506,-8.820212099999997,-9.2050174,100974,1999-10-13,1999,11,2578,7.8547692,6.05,2006,2006,63643.0,2006-01-31,2005.0,1789.7179999999996,256.422,995.117,0.0,124.206,,550.7040000000002,2784.711,,122.0,455.53,0.0,5824.1291,5651.0,1.0,238.412,217.118,380.535,79.37000000000012,154.57399999999998,7.489813344524331,0.0,3.2542160832041698,NON-ACCOUNTING MISREPRESENTATIONS,0,0,0,1,0,,,,,,,,,,,,,,,,,,,,,,,72.57,2402000.0,88077.0,-0.22230000000000003,2108704.1666666665,23.941598449841237,293295.8333333335,3.3299934526985875,0
ANF,2010-06-22,-11.188423300000002,1.3588263500000002,1.04988606,103506,2005-08-16,2005,6,1771,7.4792995,12.0,2010,2010,63643.0,2010-01-31,2009.0,2821.866,175.472,1827.917,71.21300000000002,238.752,71.21300000000002,104.379,2928.626,,27.1,786.4739999999998,,2775.0784,5651.0,1.0,635.028,151.4459999999999,461.096,-10.886999999999917,82.74199999999995,7.9451536472314945,0.025236138073175696,0.9834196237525098,INSIDER TRADING,0,1,0,0,0,2005.0,1789.7179999999996,256.422,995.117,0.0,124.206,,550.7040000000002,2784.711,,122.0,455.53,0.0,5824.1291,238.412,217.118,380.535,79.37000000000012,154.57399999999998,7.489813344524331,0.0,3.2542160832041698,33.15,3811700.0,88197.0,-1.6071000000000002,3779957.5,42.858118756873814,31742.5,0.359904531900178,0
CRN,2005-08-26,1.49785368,2.40344377,2.34909635,102365,2002-03-05,2002,8,1270,7.1467724000000015,7.0,2005,2005,63707.0,2005-12-31,2005.0,510.628,51.128,165.46099999999996,266.659,15.2,276.36,29.966,310.775,,0.175,57.286,,190.564,8744.0,12.0,107.597,-50.31100000000001,20.14,44.17400000000001,564.4630000000002,6.235641340750008,0.5222177397244178,0.3731953594397487,FAILURE OF DISCLOSURE ACCOUNTING IRREGULARITIES,1,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,14.36,16800.0,13399.0,-0.6013000000000001,66277.5,4.94645122770356,-49477.5,-3.692626315396671,0
CERS,2006-09-08,-3.5353546000000002,5.24739167,4.66831129,102930,2003-09-03,2003,9,1101,7.003974,6.0,2006,2006,64327.0,2006-12-31,2006.0,115.817,1.108,91.475,0.032,0.716,0.116,-9.48,35.58,,,87.929,,185.9671,2836.0,12.0,27.688,60.24100000000001,-9.341,,,4.752011359200044,0.0002762979528048559,1.6056977818454974,FAILURE OF DISCLOSURE ACCOUNTING IRREGULARITIES,1,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,5.73,67459.0,27798.0,0.3787,233066.49166666667,8.384289936925917,-165607.49166666667,-5.957532616255366,0
CTIC,2012-02-14,21.90476466,23.36334602,22.89883096,104456,2010-02-08,2010,2,736,6.6012301,19.0,2012,2012,64515.0,2012-12-31,2012.0,73.71300000000002,2.937,34.552,0.0,2.346,,-71.445,0.0,-0.944,0.0,37.644,0.0,142.7712,2836.0,12.0,33.291,4.3530000000000015,-73.19,-76.389,-120.938,4.300179174413674,0.0,1.9368523869602372,FAILURE OF DISCLOSURE (NON-ACCOUNTING),0,0,0,1,0,2010.0,53.592,2.011,-4.746,0.0,1.842,22.308000000000003,-74.755,0.319,-0.145,0.0,-14.165,,297.0191,-21.694000000000006,7.5290000000000035,-87.824,-82.45299999999999,-79.97800000000001,3.9813998032059663,0.0,5.542228317659352,1.05,1082711.0,226592.0,-0.09400000000000001,1751205.4833333334,7.728452387256979,-668494.4833333334,-2.950212202254861,0
CBI,2008-01-22,-17.945406,-12.1133671,-11.8081183,103574,2006-02-03,2006,1,718,6.5764694000000015,10.5,2008,2008,64549.0,2008-12-31,2008.0,3000.718,124.595,555.825,120.0,78.244,160.0,-6.346,5944.981,,62.405,-797.01,,957.5339,1600.0,12.0,-495.75,-301.26,199.186,186.158,780.794,8.006606872347929,0.03999042895733621,0.31910159501825897,FAILURE OF DISCLOSURE ACCOUNTING IRREGULARITIES,1,0,0,0,0,2006.0,1835.01,80.352,542.435,0.0,27.069000000000006,25.0,147.369,3125.307,,20.521,158.63,,2623.7378,191.96,-33.33000000000001,39.968,106.895,13.554000000000016,7.514805210065102,0.0,1.4298220718143224,46.91,1805800.0,96579.0,-1.1085,1006796.9916666667,10.424595322654683,799003.0083333333,8.27305116364151,0
MEAD,2007-10-15,-29.3532354,-29.0419184,-25.519704,103668,2006-08-29,2006,10,412,6.0210233,2.95,2007,2007,64595.0,2007-02-28,2006.0,55.129,0.443,34.476,1.186,1.869,1.386,-17.491,101.535,,0.778,24.389,,47.0012,3827.0,2.0,41.825,-17.436000000000003,-3.673,0.593000000000005,5.355999999999991,4.009675893492766,0.021513178182082024,0.8525676141413775,ACCOUNTING (OPTION DATING),1,0,0,0,0,2006.0,55.129,0.443,34.476,1.186,1.869,1.386,-17.491,101.535,,0.778,24.389,,47.0012,41.825,-17.436000000000003,-3.673,0.593000000000005,5.355999999999991,4.009675893492766,0.021513178182082024,0.8525676141413775,1.65,42808.0,23285.0,-0.8381,24547.225,1.05420764440627,18260.775,0.7842291174575908,0
AMZN,2005-03-10,-4.2922175000000005,6.18596581,5.76264573,101759,2000-10-30,2000,3,1592,7.3727465,27.5,2005,2005,64768.0,2005-12-31,2005.0,3696.0,204.0,246.0,1521.0,118.0,1524.0,465.0,8490.0,-33.0,12.0,1000.0,,19614.4,5961.0,12.0,918.996,81.0039999999999,431.378,285.9960000000001,-224.53899999999996,8.215006432761575,0.41152597402597396,5.306926406926407,FAILURE OF DISCLOSURE ACCOUNTING IRREGULARITIES,1,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,34.91,5874258.0,409711.0,0.1856,9107374.666666666,22.228777520414795,-3233116.666666666,-7.8912127491491955,0
RMBS,2008-03-04,2.7389587799999995,2.44324796,2.36434188,103642,2006-06-27,2006,3,616,6.4232469000000005,18.0,2008,2008,64766.0,2008-12-31,2008.0,396.89,9.871,220.985,136.95,15.665,136.95,-79.108,142.494,,0.219,319.829,,1652.5438,6794.0,12.0,406.594,-86.76499999999999,-48.158,13.231999999999989,-224.62,5.983659164208323,0.34505782458615736,4.163732520345688,ACCOUNTING (OPTION DATING),1,0,0,0,0,2006.0,604.617,17.987000000000005,382.288,0.0,16.457,160.0,-8.606,195.324,-18.0,-0.285,224.306,,1965.3126,149.175,75.13099999999997,21.762,-84.98199999999997,-1.806000000000028,6.404595199713872,0.0,3.250508338336502,17.32,1990817.0,105330.0,-0.3448,1901974.4083333334,18.05729049969936,88842.59166666656,0.8434690180068979,0
SRT,2009-09-03,-6.666671099999999,-8.8688491,-10.3845257,103475,2005-05-05,2005,9,1582,7.3664451,7.5,2009,2009,64942.0,2009-12-31,2009.0,149.06799999999996,14.683,116.716,0.207,15.977,0.353,6.505,288.98,-0.6,0.75,60.433,,111.3248,7389.0,12.0,47.569,12.864000000000004,-6.42,-5.815000000000005,-0.28800000000000026,5.004402577676606,0.0013886280086940189,0.7468054847452171,NON-ACCOUNTING MISREPRESENTATIONS,0,0,0,1,0,2005.0,153.914,15.365,128.164,3.099,13.364,5.65,20.713,216.371,,9.486,71.97,,263.358,84.595,-12.625,34.379,21.851,3161.2540000000004,5.036394004868625,0.020134620632301155,1.711072417064075,7.54,84300.0,14858.0,0.8534999999999999,71151.66666666667,4.7887782115134385,13148.333333333328,0.8849329205366354,0
FARO,2008-06-02,-4.4195025,-13.6367547,-14.1757869,103551,2005-11-03,2005,6,942,6.8480053,6.875,2008,2008,65421.0,2008-12-31,2008.0,259.314,9.705,212.308,0.281,4.505,0.368,18.937,209.249,,6.849,163.23,,281.326,3829.0,12.0,154.946,8.283999999999992,22.861,-1.395999999999992,-61.591,5.5580396826027485,0.001083628342472832,1.0848855056032454,FAILURE OF DISCLOSURE (NON-ACCOUNTING),0,0,0,1,0,2005.0,122.648,3.937,98.86,0.177,3.4530000000000003,0.34,10.226,125.59,,0.866,64.619,,288.82,65.687,-1.0679999999999978,14.584,9.943999999999999,48.728,4.809318464008153,0.0014431543930598135,2.3548692192290135,28.06,144881.0,16678.0,-1.0504000000000002,215412.66666666666,12.915977135547827,-70531.66666666666,-4.229024263500819,0
PLCE,2009-07-17,17.21959154,20.80649394,21.4303158,103835,2007-08-23,2007,7,694,6.542471900000002,12.0,2009,2009,65430.0,2009-01-31,2008.0,939.757,51.69300000000001,547.879,55.0,71.41,85.0,111.597,1630.323,,11.62,312.595,,554.2367,5600.0,1.0,200.381,112.21400000000006,32.322,7.47999999999994,-62.90099999999993,6.845621331206116,0.05852576783147132,0.5897659714160151,ACCOUNTING (OPTION DATING),1,0,0,0,0,2007.0,997.537,199.766,472.233,0.0,79.7,,32.322,2162.559,,58.525,200.381,0.0,540.2556,283.749,-83.36800000000005,137.795,-62.90099999999993,-93.851,6.90528924080793,0.0,0.541589535024766,29.28,883789.0,29530.0,-0.0383,973403.8666666667,32.963219324980244,-89614.8666666667,-3.034705948752682,0
PSMT,2005-05-17,4.22322363,11.47636851,10.98524564,102936,2003-11-07,2003,5,557,6.3225650999999985,2.35,2005,2005,65343.0,2005-08-31,2005.0,319.8540000000001,10.755,198.273,23.915,9.487,29.332,-3.508,618.825,-1.2,1.722,25.187,,220.1342,5331.0,8.0,-15.45,40.637,-16.229,-47.13500000000001,30.773000000000003,5.767864641680073,0.07476848812270598,0.6882333814803002,FAILURE OF DISCLOSURE ACCOUNTING IRREGULARITIES,1,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,6.57,28730.0,24554.0,0.6957,27918.366666666665,1.1370190871819934,811.633333333335,0.033055035160598475,0
AMCC,2005-03-17,-15.3846201,-10.055986,-9.117799,101779,2001-02-05,2001,3,1501,7.313886599999999,60.0,2005,2005,65904.0,2005-03-31,2004.0,1102.395,27.493,977.198,0.0,48.396,0.034,-63.609,253.756,-29.25,0.764,396.258,,1011.3158,3674.0,3.0,,,49.37,,,7.005240364690327,0.0,0.917380612212501,FAILURE OF DISCLOSURE ACCOUNTING IRREGULARITIES,1,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,3.27,5938733.0,308080.0,0.1801,5839357.333333333,18.95402925647018,99375.66666666698,0.32256448541504473,0
URI,2009-01-28,-10.4704098,-4.6101948,-3.0804759,103263,2004-08-30,2004,1,1612,7.385231,27.5,2009,2009,66065.0,2009-12-31,2009.0,3859.0,311.0,-19.0,2950.0,462.0,3075.0,157.0,2358.0,,3.0,244.0,,590.1990000000002,7350.0,12.0,276.0,-32.0,548.0,337.0,626.0,8.258163361537619,0.7644467478621404,0.15294091733609744,FAILURE OF DISCLOSURE ACCOUNTING IRREGULARITIES,1,0,0,0,0,2004.0,4882.0,649.0,1026.0,3132.0,382.0,3167.0,395.0,3094.0,,-10.0,,,1471.743,96.652,,-36.023,,-22.169000000000004,8.493310250952907,0.6415403523146251,0.3014631298648095,6.48,858100.0,59893.0,3.3558,1022959.1666666666,17.079778382560008,-164859.16666666663,-2.7525615124750242,0
CVTX,2006-12-08,15.44992088,17.034238260000002,17.62945878,102860,2003-08-01,2003,12,1225,7.110696300000002,13.5,2006,2006,63996.0,2006-12-31,2006.0,421.456,9.846,-45.798,399.5,5.2,399.5,-278.485,36.785,,,303.248,,819.9546,2836.0,12.0,425.479,-122.23100000000004,-224.188,,,6.043715382906394,0.9479044075775408,1.945528358832239,NON-ACCOUNTING MISREPRESENTATIONS,0,0,0,1,0,,,,,,,,,,,,,,,,,,,,,,,13.33,1608738.0,56964.0,0.1812,1241352.125,21.791870742925358,367385.875,6.4494395583175335,0
