tic,settledate,cret_st,car_st,bhar_st,number,classend,ceyr,month,gap,lgap,settleamt,year,styr,gvkey,date,fyear_st,at_st,capx_st,ceq_st,dltt_st,dp_st,dt_st,ebit_st,revt_st,setp_st,txpd_st,wcap,xintd_st,mkvalt_st,sic,f_month,wcap_1_st,dwcap_st,ebit_1_st,fcf_st,fcf_1_st,size_st,debtratio_st,m2b_st,classification,accounting,secondary market & trading,financial intermediatary,non-accounting disclsoure and misrepresentation,others,fyear_ce,at_ce,capx_ce,ceq_ce,dltt_ce,dp_ce,dt_ce,ebit_ce,revt_ce,setp_ce,txpd_ce,wcap_ce,xintd_ce,mkvalt_ce,wcap_1_ce,dwcap_ce,ebit_1_ce,fcf_ce,fcf_1_ce,size_ce,debtratio_ce,m2b_ce,prc,vol,shrout,sprtrn,vt,share turnover,abnormal volume,abnormal share turnover,skewness,news_st,news_ce,news_winner_st,news_winner_ce,confounding,inst_hhi,inst_pct
PRGX,2/8/2005,-11.731846,-3.3051806,-3.2968617,101450,3/29/2000,2000,2,1777,7.4826818,6.75,2005,2005,62494,12/31/2005,2005,162.062,5.374,-102.365,140.401,15.676,140.867,-9.028,292.152,0,2.298,-9.123,0,37.8883,8721,12,7.148,-16.271,7.48,15.247,251.064,5.087978978,0.866341277,0.23378892,FAILURE OF DISCLOSURE ACCOUNTING IRREGULARITIES,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5.25,91653,61894,0.0483,190792.2667,3.082564815,-99139.26667,-1.601758921,0,0,0,0,0,0,7.6039752,74.6364882
KVHI,7/27/2007,-4.7866812,-1.6250535,-1.795317,103164,7/2/2004,2004,7,1120,7.0210838,5,2007,2007,62549,12/31/2007,2007,91.57,3.92,80.77,2.026,2.1,2.158,0.261,80.915,0,0.321,67.696,0.156,119.5298,3812,12,67.122,0.574,1.857,-2.454,-4.878,4.517103707,0.02212515,1.305337993,FAILURE OF DISCLOSURE ACCOUNTING IRREGULARITIES,1,0,0,0,0,2004,75.914,1.522,67.732,2.397,2,2.504,-5.041,62.303,0,0,58.649,0,141.9824,12.071,46.578,-19.099,0,0,4.329601121,0.031575204,1.870305872,8.605,57050,15040,-1.5992,69542.25833,4.623820368,-12492.25833,-0.830602283,0,13,1,1,0,0,10.2525951,61.782382
NDN,9/20/2006,4.13732627,-0.3699866,-0.9278901,103415,2/3/2004,2004,9,960,6.8669333,2.2,2006,2006,62922,3/31/2006,2005,628.708,47.6,501.526,6.874,31.424,6.948,7.454,1023.589,0,22.4,201.475,0,943.3556,5331,3,187.417,14.058,45.289,-45.18,-130.945,6.44366692,0.010933534,1.500466989,FAILURE OF DISCLOSURE ACCOUNTING IRREGULARITIES,1,0,0,0,0,2004,600.204,57.248,488.284,0.774,28.246,0.811,45.289,972.173,-6.2,22.028,187.417,0,1123.3947,62.213,125.204,-23.998,-130.945,1.156,6.397269597,0.001289562,1.871688126,12.92,1081800,69573,0.5211,662025.8333,9.515556801,419774.1667,6.033578639,0,1,9,0,0,0,5.8776505,68.488921
JAKK,11/17/2009,3.99659289,2.64570375,2.5445733,103285,10/19/2004,2004,11,1855,7.52564,3.925,2009,2009,62745,12/31/2009,2009,634.093,16.33,372.109,86.728,22.2,107.145,36.042,804.314,0,5.939,352.189,0,334.9847,3942,12,325.061,27.128,79.912,8.845,72.233,6.452195631,0.136774889,0.528289541,NON-ACCOUNTING MISREPRESENTATIONS,0,0,0,1,0,2004,696.762,5.917,451.485,98,21.518,98,53.725,574.266,0,2.688,229.543,0,580.0337,65.2,164.343,3.15,-97.705,19.281,6.546443889,0.14065061,0.832470341,12.91,270404,27906,0.0919,310844.5583,11.13898654,-40440.55833,-1.449170728,0,2,39,0,1,0,5.2438868,90.7235033
SRZ,2/27/2009,-52.3809513,-12.5950838,-16.2848045,103702,6/15/2006,2006,2,988,6.8956828,13.5,2009,2009,62967,12/31/2009,2009,910.589,19.95,22.047,0,44.9,207.811,-48.255,1464.144,0,0,-333.125,0,179.5214,8300,12,-430.513,97.388,-82.332,0,0,6.814091643,0,0.197148659,ACCOUNTING (OPTION DATING),1,0,0,0,0,2006,1817.428,187.326,647.301,48.682,27.1,190.605,66.027,1648.399,4.9,1.9,-65.025,0,1553.5718,74.863,-139.888,37.818,43.789,-52.24,7.505177594,0.026786206,0.854818898,0.66,699700,50961,-2.3564,1494480.833,29.32597149,-794780.8333,-15.59586416,0,6,2,1,0,0,9.7124904,62.6612017
ZOMX,4/25/2005,-10.3585656,13.00659187,10.35460051,103377,9/21/2000,2000,4,1677,7.4247618,5.82,2005,2005,62804,12/31/2005,2005,115.172,3.96,88.608,0,8.714,0,-23.998,166.984,2.029,0.719,62.213,0,67.444,3652,12,83.332,-21.119,-6.787,1.156,160.358,4.746426663,0,0.585593721,FAILURE OF DISCLOSURE (NON-ACCOUNTING),0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2.29,63421,32632,0.8662,91188.05,2.794436443,-27767.05,-0.850914746,0,3,5,1,0,0,13.0929271,40.6726705
ADRX,6/10/2005,0.75187777,4.9928315,4.78743787,102749,3/4/2003,2003,6,829,6.7202201,2.5,2005,2005,63051,12/31/2005,2005,1170.916,28.986,776.91,0,35.53,0,75.961,1042.625,0,5.979,490.517,0,1212.3842,5122,12,313.566,176.951,116.9,-100.425,-411.732,7.065541627,0,1.035415179,NON-ACCOUNTING MISREPRESENTATIONS,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,20.8,794939,73131,-0.2348,958758.4667,13.11015119,-163819.4667,-2.240082409,0,3,0,1,0,0,4.1973399,72.8293986
RNR,4/13/2007,7.58963655,6.73070973,6.95384992,103482,7/25/2005,2005,4,627,6.4409466,0,2007,2007,61406,12/31/2007,2007,8286.355,0,2827.503,351.523,0,0,0,1670.871,0,0,0,33.626,0,6331,12,0,0,953.898,0,0,9.022365465,0.042421909,0,FAILURE OF DISCLOSURE ACCOUNTING IRREGULARITIES,1,0,0,0,0,2005,6871.261,0,1753.84,603.093,9.635,0,0,1658.308,0,0,0,28.218,3154.8795,0,0,128.095,0,0,8.83510292,0.087770352,0.45914127,52.9,470500,72163,0.3488,496006.6083,6.873420012,-25506.60833,-0.353458259,0,1,41,0,1,0,4.9713348,87.6777656
HEB,11/9/2010,-0.502321,0.52618381,0.4439296,104396,10/30/2009,2009,11,375,5.9269261,3.6,2010,2010,62525,12/31/2010,2010,51.68,0.729,45.947,0.096,0.78,0.157,-16.387,0.135,0,0,33.842,0,66.7419,2836,12,55.789,-21.947,-12.664,0,0,3.945070859,0.001857585,1.291445433,NON-ACCOUNTING MISREPRESENTATIONS,0,0,0,1,0,2009,64.994,0.332,58.695,0,0.74,0,-12.664,0.111,0,0,55.789,0,74.3607,5.646,50.143,-12.176,0,0,4.174294958,0,1.14411638,0.49,321300,135242,-0.8052,690464.1667,5.105397485,-369164.1667,-2.729656221,0,5,3,1,0,0,17.6318467,7.1933179
ANF,11/3/2006,-1.7820506,-8.8202121,-9.2050174,100974,10/13/1999,1999,11,2578,7.8547692,6.05,2006,2006,63643,1/31/2006,2005,1789.718,256.422,995.117,0,124.206,0,550.704,2784.711,0,122,455.53,0,5824.1291,5651,1,238.412,217.118,380.535,79.37,154.574,7.489813345,0,3.254216083,NON-ACCOUNTING MISREPRESENTATIONS,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,72.57,2402000,88077,-0.2223,2108704.167,23.94159845,293295.8333,3.329993453,0,12,35,1,1,0,2.4206099,87.0905197
ANF,6/22/2010,-11.1884233,1.35882635,1.04988606,103506,8/16/2005,2005,6,1771,7.4792995,12,2010,2010,63643,1/31/2010,2009,2821.866,175.472,1827.917,71.213,238.752,71.213,104.379,2928.626,0,27.1,786.474,0,2775.0784,5651,1,635.028,151.446,461.096,-10.887,82.742,7.945153647,0.025236138,0.983419624,INSIDER TRADING,0,1,0,0,0,2005,1789.718,256.422,995.117,0,124.206,0,550.704,2784.711,0,122,455.53,0,5824.1291,238.412,217.118,380.535,79.37,154.574,7.489813345,0,3.254216083,33.15,3811700,88197,-1.6071,3779957.5,42.85811876,31742.5,0.359904532,0,13,38,1,1,0,4.4049439,94.3729424
CRN,8/26/2005,1.49785368,2.40344377,2.34909635,102365,3/5/2002,2002,8,1270,7.1467724,7,2005,2005,63707,12/31/2005,2005,510.628,51.128,165.461,266.659,15.2,276.36,29.966,310.775,0,0.175,57.286,0,190.564,8744,12,107.597,-50.311,20.14,44.174,564.463,6.235641341,0.52221774,0.373195359,FAILURE OF DISCLOSURE ACCOUNTING IRREGULARITIES,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,14.36,16800,13399,-0.6013,66277.5,4.946451228,-49477.5,-3.692626315,0,1,8,0,0,0,10.4350921,71.4096351
CERS,9/8/2006,-3.5353546,5.24739167,4.66831129,102930,9/3/2003,2003,9,1101,7.003974,6,2006,2006,64327,12/31/2006,2006,115.817,1.108,91.475,0.032,0.716,0.116,-9.48,35.58,0,0,87.929,0,185.9671,2836,12,27.688,60.241,-9.341,0,0,4.752011359,0.000276298,1.605697782,FAILURE OF DISCLOSURE ACCOUNTING IRREGULARITIES,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5.73,67459,27798,0.3787,233066.4917,8.384289937,-165607.4917,-5.957532616,0,0,11,0,0,0,12.1595127,49.1401592
CTIC,2/14/2012,21.90476466,23.36334602,22.89883096,104456,2/8/2010,2010,2,736,6.6012301,19,2012,2012,64515,12/31/2012,2012,73.713,2.937,34.552,0,2.346,0,-71.445,0,-0.944,0,37.644,0,142.7712,2836,12,33.291,4.353,-73.19,-76.389,-120.938,4.300179174,0,1.936852387,FAILURE OF DISCLOSURE (NON-ACCOUNTING),0,0,0,1,0,2010,53.592,2.011,-4.746,0,1.842,22.308,-74.755,0.319,-0.145,0,-14.165,0,297.0191,-21.694,7.529,-87.824,-82.453,-79.978,3.981399803,0,5.542228318,1.05,1082711,226592,-0.094,1751205.483,7.728452387,-668494.4833,-2.950212202,0,0,0,0,0,0,30.271137,6.7769176
CBI,1/22/2008,-17.945406,-12.1133671,-11.8081183,103574,2/3/2006,2006,1,718,6.5764694,10.5,2008,2008,64549,12/31/2008,2008,3000.718,124.595,555.825,120,78.244,160,-6.346,5944.981,0,62.405,-797.01,0,957.5339,1600,12,-495.75,-301.26,199.186,186.158,780.794,8.006606872,0.039990429,0.319101595,FAILURE OF DISCLOSURE ACCOUNTING IRREGULARITIES,1,0,0,0,0,2006,1835.01,80.352,542.435,0,27.069,25,147.369,3125.307,0,20.521,158.63,0,2623.7378,191.96,-33.33,39.968,106.895,13.554,7.51480521,0,1.429822072,46.91,1805800,96579,-1.1085,1006796.992,10.42459532,799003.0083,8.273051164,0,2,6,0,0,0,5.1434823,83.7928825
MEAD,10/15/2007,-29.3532354,-29.0419184,-25.519704,103668,8/29/2006,2006,10,412,6.0210233,2.95,2007,2007,64595,2/28/2007,2006,55.129,0.443,34.476,1.186,1.869,1.386,-17.491,101.535,0,0.778,24.389,0,47.0012,3827,2,41.825,-17.436,-3.673,0.593,5.356,4.009675893,0.021513178,0.852567614,ACCOUNTING (OPTION DATING),1,0,0,0,0,2006,55.129,0.443,34.476,1.186,1.869,1.386,-17.491,101.535,0,0.778,24.389,0,47.0012,41.825,-17.436,-3.673,0.593,5.356,4.009675893,0.021513178,0.852567614,1.65,42808,23285,-0.8381,24547.225,1.054207644,18260.775,0.784229117,0,0,12,0,1,0,18.3139131,33.0625934
AMZN,3/10/2005,-4.2922175,6.18596581,5.76264573,101759,10/30/2000,2000,3,1592,7.3727465,27.5,2005,2005,64768,12/31/2005,2005,3696,204,246,1521,118,1524,465,8490,-33,12,1000,0,19614.4,5961,12,918.996,81.004,431.378,285.996,-224.539,8.215006433,0.411525974,5.306926407,FAILURE OF DISCLOSURE ACCOUNTING IRREGULARITIES,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,34.91,5874258,409711,0.1856,9107374.667,22.22877752,-3233116.667,-7.891212749,0,9,143,1,1,0,10.238805,62.6586781
RMBS,3/4/2008,2.73895878,2.44324796,2.36434188,103642,6/27/2006,2006,3,616,6.4232469,18,2008,2008,64766,12/31/2008,2008,396.89,9.871,220.985,136.95,15.665,136.95,-79.108,142.494,0,0.219,319.829,0,1652.5438,6794,12,406.594,-86.765,-48.158,13.232,-224.62,5.983659164,0.345057825,4.16373252,ACCOUNTING (OPTION DATING),1,0,0,0,0,2006,604.617,17.987,382.288,0,16.457,160,-8.606,195.324,-18,-0.285,224.306,0,1965.3126,149.175,75.131,21.762,-84.982,-1.806,6.4045952,0,3.250508338,17.32,1990817,105330,-0.3448,1901974.408,18.0572905,88842.59167,0.843469018,0,0,13,0,1,0,10.6928867,48.9574268
SRT,9/3/2009,-6.6666711,-8.8688491,-10.3845257,103475,5/5/2005,2005,9,1582,7.3664451,7.5,2009,2009,64942,12/31/2009,2009,149.068,14.683,116.716,0.207,15.977,0.353,6.505,288.98,-0.6,0.75,60.433,0,111.3248,7389,12,47.569,12.864,-6.42,-5.815,-0.288,5.004402578,0.001388628,0.746805485,NON-ACCOUNTING MISREPRESENTATIONS,0,0,0,1,0,2005,153.914,15.365,128.164,3.099,13.364,5.65,20.713,216.371,0,9.486,71.97,0,263.358,84.595,-12.625,34.379,21.851,3161.254,5.036394005,0.020134621,1.711072417,7.54,84300,14858,0.8535,71151.66667,4.788778212,13148.33333,0.884932921,0,0,4,0,0,0,9.8527109,63.8317578
FARO,6/2/2008,-4.4195025,-13.6367547,-14.1757869,103551,11/3/2005,2005,6,942,6.8480053,6.875,2008,2008,65421,12/31/2008,2008,259.314,9.705,212.308,0.281,4.505,0.368,18.937,209.249,0,6.849,163.23,0,281.326,3829,12,154.946,8.284,22.861,-1.396,-61.591,5.558039683,0.001083628,1.084885506,FAILURE OF DISCLOSURE (NON-ACCOUNTING),0,0,0,1,0,2005,122.648,3.937,98.86,0.177,3.453,0.34,10.226,125.59,0,0.866,64.619,0,288.82,65.687,-1.068,14.584,9.944,48.728,4.809318464,0.001443154,2.354869219,28.06,144881,16678,-1.0504,215412.6667,12.91597714,-70531.66667,-4.229024264,0,5,10,1,0,0,3.972551,85.9162526
PLCE,7/17/2009,17.21959154,20.80649394,21.4303158,103835,8/23/2007,2007,7,694,6.5424719,12,2009,2009,65430,1/31/2009,2008,939.757,51.693,547.879,55,71.41,85,111.597,1630.323,0,11.62,312.595,0,554.2367,5600,1,200.381,112.214,32.322,7.48,-62.901,6.845621331,0.058525768,0.589765971,ACCOUNTING (OPTION DATING),1,0,0,0,0,2007,997.537,199.766,472.233,0,79.7,0,32.322,2162.559,0,58.525,200.381,0,540.2556,283.749,-83.368,137.795,-62.901,-93.851,6.905289241,0,0.541589535,29.28,883789,29530,-0.0383,973403.8667,32.96321932,-89614.86667,-3.034705949,0,0,0,0,0,0,2.6944598,87.020939
PSMT,5/17/2005,4.22322363,11.47636851,10.98524564,102936,11/7/2003,2003,5,557,6.3225651,2.35,2005,2005,65343,8/31/2005,2005,319.854,10.755,198.273,23.915,9.487,29.332,-3.508,618.825,-1.2,1.722,25.187,0,220.1342,5331,8,-15.45,40.637,-16.229,-47.135,30.773,5.767864642,0.074768488,0.688233381,FAILURE OF DISCLOSURE ACCOUNTING IRREGULARITIES,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6.57,28730,24554,0.6957,27918.36667,1.137019087,811.6333333,0.033055035,0,0,9,0,0,0,20.0661105,17.1891247
AMCC,3/17/2005,-15.3846201,-10.055986,-9.117799,101779,2/5/2001,2001,3,1501,7.3138866,60,2005,2005,65904,3/31/2005,2004,1102.395,27.493,977.198,0,48.396,0.034,-63.609,253.756,-29.25,0.764,396.258,0,1011.3158,3674,3,0,0,49.37,0,0,7.005240365,0,0.917380612,FAILURE OF DISCLOSURE ACCOUNTING IRREGULARITIES,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3.27,5938733,308080,0.1801,5839357.333,18.95402926,99375.66667,0.322564485,0,2,7,0,0,0,3.5890801,55.4764275
URI,1/28/2009,-10.4704098,-4.6101948,-3.0804759,103263,8/30/2004,2004,1,1612,7.385231,27.5,2009,2009,66065,12/31/2009,2009,3859,311,-19,2950,462,3075,157,2358,0,3,244,0,590.199,7350,12,276,-32,548,337,626,8.258163362,0.764446748,0.152940917,FAILURE OF DISCLOSURE ACCOUNTING IRREGULARITIES,1,0,0,0,0,2004,4882,649,1026,3132,382,3167,395,3094,0,-10,0,0,1471.743,96.652,0,-36.023,0,-22.169,8.493310251,0.641540352,0.30146313,6.48,858100,59893,3.3558,1022959.167,17.07977838,-164859.1667,-2.752561512,0,2,18,0,1,0,5.9153094,96.4922478
CVTX,12/8/2006,15.44992088,17.03423826,17.62945878,102860,8/1/2003,2003,12,1225,7.1106963,13.5,2006,2006,63996,12/31/2006,2006,421.456,9.846,-45.798,399.5,5.2,399.5,-278.485,36.785,0,0,303.248,0,819.9546,2836,12,425.479,-122.231,-224.188,0,0,6.043715383,0.947904408,1.945528359,NON-ACCOUNTING MISREPRESENTATIONS,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,13.33,1608738,56964,0.1812,1241352.125,21.79187074,367385.875,6.449439558,0,4,9,1,0,0,4.8505982,119.5881312
CECO,11/4/2013,27.04917823,32.44372056,20.44728127,104839,11/1/2011,2011,11,734,6.5985088,27.5,2013,2013,66379,12/31/2013,2013,805.045,19.636,455.384,0,68.64,0,-159.779,1057.36,-26,5.106,252.585,0,382.8747,8200,12,190.846,61.739,-75.743,-177.62,38.058,6.690898176,0,0.475594159,NON-ACCOUNTING MISREPRESENTATIONS,0,0,0,1,0,2011,1316.12,78.333,805.981,0.207,84.512,1.051,229.686,1884.505,1,40.188,281.035,0,586.7673,155.284,125.751,366.322,69.926,238.647,7.182443293,0.00015728,0.445831155,5.66,1340374,67154,0.3571,923812.8,13.75663103,416561.2,6.203073532,0,3,18,1,1,0,10.0842457,54.0581591
CECO,11/5/2007,-5.3821034,-9.1087769,-9.503373,102929,12/2/2003,2003,11,1434,7.2682228,4.9,2007,2007,66379,12/31/2007,2007,1366.466,57.586,886.108,2.179,78.183,14.022,126.239,1674.882,0,38.002,216.786,0,2272.9577,8200,12,349.94,-133.154,252.843,241.988,78.247,7.219983124,0.001594624,1.663384014,FAILURE OF DISCLOSURE ACCOUNTING IRREGULARITIES,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,34.87,819743,91073,-0.4955,1049371.042,11.52230674,-229628.0417,-2.521362442,0,6,18,1,1,0,5.3002816,105.2223867
RAS,7/15/2009,-5.785128,-14.2401502,-15.8595193,103791,7/31/2007,2007,7,715,6.5722823,32,2009,2009,66281,12/31/2009,2009,3094.976,0,766.937,2042.662,24.015,0,0,46.619,0,0,0,255.604,0,6798,12,0,0,-45.189,0,0,8.037535431,0.65999284,0,CREDIT CRISIS (FINANCIAL INSTITUTION),0,0,1,0,0,2007,11057.58,0,579.176,9843.861,67.358,0,0,396.404,0,0,0,698.347,0,0,0,70.876,0,0,9.310871445,0.890236471,0,1.15,320100,64917,2.963,745390.8333,11.48221319,-425290.8333,-6.551301405,0,2,11,0,0,0,9.7416171,24.7961613
BXS,6/1/2012,-0.7552827,-4.1031407,-4.1591606,104487,2/25/2010,2010,6,827,6.7178049,29.25,2012,2012,14219,12/31/2012,2012,13397.198,0,1449.052,193.812,30.942,0,0,766.573,0,0,0,0,1374.757,6020,12,0,0,196.514,0,0,9.50280086,0.014466607,0.102615263,CREDIT CRISIS (FINANCIAL INSTITUTION),0,0,1,0,0,2010,13615.01,0,1222.244,270.312,33.672,0,0,846.906,0,0,0,0,1331.5379,0,0,221.447,0,0,9.51892814,0.01985397,0.09779926,12.85,699700,94436,-2.4643,797599.1667,8.445922812,-97899.16667,-1.036672102,0,6,8,1,0,0,6.1551885,52.7713647
GNSS,6/14/2006,-9.013208,15.5989062,12.91249058,103657,6/14/2002,2002,6,1461,7.2868762,1.75,2006,2006,66519,3/31/2006,2005,479.677,8.597,439.423,0,18.688,0,20.4,269.506,-1.331,3.218,204.518,0,611.719,3674,3,156.411,48.107,-5.843,-20.834,-60.507,6.173112961,0,1.275272736,NON-ACCOUNTING MISREPRESENTATIONS,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,11.145,1382969,36112,0.5189,1539943.367,42.64353585,-156974.3667,-4.346875462,0,3,9,1,0,0,4.7855092,107.388779
MUSE,6/24/2005,-2.023607,-3.2918438,-3.4510181,102960,12/29/2003,2003,6,543,6.2971091,2.625,2005,2005,66468,9/30/2005,2005,332.838,5.968,209.425,0,9.122,0,5.63,160.759,-10.9,0.858,94.56,0,625.869,7372,9,71.981,22.579,7.817,-14.653,121.701,5.807655885,0,1.880401276,FAILURE OF DISCLOSURE ACCOUNTING IRREGULARITIES,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5.47,926289,80682,-0.7629,924720.7917,11.46130229,1568.208333,0.019436905,0,6,18,1,1,0,10.4384606,86.4964628
PMACA,8/14/2007,3.74610403,13.29402024,11.06113674,102907,11/4/2003,2003,8,1379,7.2291141,15,2007,2007,25823,12/31/2007,2007,2581.641,0,378.584,131.262,3.633,0,0,458.881,0,0,0,0,0,6331,12,0,0,20.334,0,0,7.856180522,0.050844405,0,NON-ACCOUNTING MISREPRESENTATIONS,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9.15,95869,32163,-1.8157,140983.575,4.383408731,-45114.575,-1.402685539,-1,0,20,0,1,0,0,0
CAO,4/16/2008,0.59726688,-3.6060763,-3.6269055,103625,3/24/2006,2006,4,754,6.6253924,10,2008,2008,66646,1/31/2008,2007,1138.69,34.772,164.538,462.286,44.868,519.188,60.75,1851.647,-11.7,2.987,176.399,0,261.9845,5531,1,178.059,-1.66,106.177,69.519,151.567,7.037633758,0.405980557,0.23007535,FAILURE OF DISCLOSURE ACCOUNTING IRREGULARITIES,1,0,0,0,0,2006,1151.762,37.529,171.51,466.642,44.945,531.501,106.177,1907.776,0,0.056,178.059,0,728.2681,216.089,-38.03,130.237,151.567,363.803,7.049048223,0.405154884,0.632307803,11.64,1063200,44030,2.2691,922443.3333,20.95033689,140756.6667,3.196835491,0,5,5,1,0,0,3.9371484,113.1905246
ADPI,12/15/2009,6.83482619,6.07739633,6.08296003,103923,12/13/2007,2007,12,733,6.5971456,6,2009,2009,109580,12/31/2009,2009,374.011,6.401,185.459,93.506,20.6,102.191,25.409,274.342,0,4.072,-4.803,0,202.2441,8741,12,13.588,-18.391,29.528,53.927,-141.542,5.924285209,0.25000869,0.540743721,NON-ACCOUNTING MISREPRESENTATIONS,0,0,0,1,0,2007,368.506,11.276,114.903,0.536,16.471,0.724,30.38,278.755,-36.734,6.617,-160.347,0,128.5345,-4.813,-155.534,20.416,184.492,26.754,5.909456994,0.001454522,0.348798934,12.42,83005,15681,-0.5547,97471.24167,6.215881746,-14466.24167,-0.922533108,0,0,18,0,1,0,6.0104778,85.9357502
BRCM,6/27/2005,2.84907842,2.15700092,2.11400087,101737,2/26/2001,2001,6,1582,7.3664451,150,2005,2005,66708,12/31/2005,2005,3752.199,41.767,3140.567,0,68.527,0,443.649,2670.788,-110,3.807,1736.382,0,16481.1411,3674,12,1087.342,649.04,422.491,-182.438,-451.927,8.230097347,0,4.392395259,FAILURE OF DISCLOSURE ACCOUNTING IRREGULARITIES,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,36.06,7499894,277014,-0.0739,8180482.917,29.53093676,-680588.9167,-2.456875525,0,10,17,1,1,0,7.5748589,76.0424888
BRCM,4/30/2010,-6.2043773,5.50276322,5.24906413,103653,7/13/2006,2006,4,1387,7.2348986,160.5,2010,2010,66708,12/31/2010,2010,7944.31,108.924,5826.089,696.978,137.326,696.978,1153.641,6818.319,-52.625,15.484,2912.311,0,23460.3415,3674,12,1765.982,1146.329,187.736,20.23,477.726,8.980211228,0.087732981,2.953099955,ACCOUNTING (OPTION DATING),1,0,0,0,0,2006,4876.766,92.477,4191.666,0,60.005,0,248.88,3667.818,0,3.929,2673.087,0,17716.0253,1736.382,936.705,443.649,-724.226,-182.438,8.492237574,0,3.632740488,34.5,10592468,440700,-1.6648,8215445.833,18.64181038,2377022.167,5.393742153,0,27,17,1,1,0,2.3600729,79.9346484
LVLT,5/5/2006,-7.8947378,20.00957805,17.87562925,102567,6/18/2001,2001,5,1782,7.4854918,10.25,2006,2006,13440,12/31/2006,2006,9994,392,374,7357,730,7362,-127,3378,0,0,1460,0,6599.1688,4813,12,242,1218,-189,-1007,49,9.209740192,0.736141685,0.660313068,FAILURE OF DISCLOSURE (ANALYSTS' MALPRACTICES),0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5.55,15448527,846844,1.0295,19617294.58,23.16518104,-4168767.575,-4.922710174,0,17,55,1,1,0,8.2333436,82.8260072
AXTI,5/24/2007,1.86566688,20.59661289,18.97110387,103287,4/27/2004,2004,5,1122,7.0228682,2.575,2007,2007,110760,12/31/2007,2007,112.772,3.706,89.718,6.25,1.473,6.7,4.565,57.952,0,0.483,75.35,0,188.2196,3674,12,66.359,8.991,-2.265,-7.142,-36.088,4.725368081,0.055421559,1.669027773,FAILURE OF DISCLOSURE ACCOUNTING IRREGULARITIES,1,0,0,0,0,2004,87.54,2.139,64.485,7.6,4.869,8.05,-11.891,35.454,-1.4,0,45.861,0,36.528,497.358,-451.497,300.649,0,91.042,4.472095832,0.086817455,0.417272104,3.77,259429,29895,-0.9703,170646.3583,5.708190612,88782.64167,2.969815744,0,1,7,0,0,0,7.9757493,54.1401472
PCLN,5/3/2007,2.66985256,4.98558226,4.0623736,101593,9/26/2000,2000,5,2410,7.7873821,80,2007,2007,119314,12/31/2007,2007,1350.856,15.949,579.107,0,37.5,569.796,173.503,1390.817,-54.16,31.55,-81.843,0,4418.7791,7370,12,402.417,-484.26,60.45,647.764,-183.678,7.208493745,0,3.271095587,NON-ACCOUNTING MISREPRESENTATIONS,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,57.5,894574,37890,0.4325,1066949.517,28.15913214,-172375.5167,-4.549367027,0,0,0,0,0,0,3.5312928,130.5679872
CNX,2/2/2007,4.55521903,16.43494746,15.82096722,102900,7/18/2002,2002,2,1660,7.4145727,2.7,2007,2007,120093,12/31/2007,2007,6208.09,743.114,1214.419,488.925,329.234,507.208,370.908,3587.297,30,103.194,-333.242,0,13037.5238,1220,12,174.372,-507.614,464.141,361.448,38.289,8.733608559,0.078756107,2.100086146,FAILURE OF DISCLOSURE ACCOUNTING IRREGULARITIES,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,35.46,2655500,182655,0.1694,2385105,13.05797816,270395,1.480359147,0,2,4,0,0,0,4.0054354,88.1750223
