Litigation Name ,Filing Date ,Class Start Date ,Class End Date ,Nature of Case  ,Status,Case Status Date ,Accounting,Secondary Market & Trading,Financial Intermediatary,Non-Accounting disclsoure and misrepresentation,Others
Transocean Ltd.,5/13/2010,8/5/2009,5/7/2010,FAILURE OF DISCLOSURE (NON-ACCOUNTING),DISMISSED,3/20/2012,0,0,0,1,0
TierOne Corporation,5/20/2010,8/8/2008,5/14/2010,FAILURE OF DISCLOSURE ACCOUNTING IRREGULARITIES,SETTLED,7/16/2013,1,0,0,0,0
"BP, PLC",5/21/2010,3/4/2009,4/20/2010,FAILURE OF DISCLOSURE (NON-ACCOUNTING),ONGOING,7/1/2013,0,0,0,1,0
Las Vegas Sands Corporation,5/24/2010,8/1/2007,11/6/2008,FAILURE OF DISCLOSURE ACCOUNTING IRREGULARITIES,ONGOING,2/24/2014,1,0,0,0,0
"Vitacost.com, Inc.",5/24/2010,9/24/2009,4/20/2010,IPO-NON ALLOCATION,DISMISSED,6/14/2013,0,0,1,0,0
"Psychiatric Solutions, Inc.",5/28/2010,5/17/2010,5/28/2010,MERGER AND ACQUISITION RELATED FRAUD,DISMISSED,9/13/2011,0,0,1,0,0
Canadian Solar Inc.,6/3/2010,3/3/2010,6/1/2010,FAILURE OF DISCLOSURE ACCOUNTING IRREGULARITIES,DISMISSED,1/16/2014,1,0,0,0,0
Goldman Sachs & Co. : GSR Mortgage Loan Trust 2007-4F Mortgage-Backed Certificates,6/3/2010,1/31/2007,6/3/2010,CREDIT CRISIS (FINANCIAL INSTITUTION),ONGOING,4/11/2014,0,0,1,0,0
Sembcorp Utilities Pte Ltd. : common stock of Cascal N.V.,6/7/2010,5/21/2010,5/21/2010,ACQUISITION RELATED FRAUD,DISMISSED,8/1/2011,0,0,0,0,0
"Axsys Technologies, Inc.",6/9/2010,6/9/2009,9/2/2009,MERGER AND ACQUISITION RELATED FRAUD,DISMISSED,3/7/2011,0,0,1,0,0
"Amedisys, Inc.",6/10/2010,2/23/2010,5/13/2010,FAILURE OF DISCLOSURE ACCOUNTING IRREGULARITIES,SETTLED,1/31/2014,1,0,0,0,0
China North East Petroleum Holdings Limited,6/11/2010,8/14/2009,5/26/2010,BID RIGGING (INSURANCE KICKBACKS ALLEGATIONS),DISMISSED,10/11/2011,0,0,0,0,1
Celera Corporation,6/14/2010,4/24/2008,7/22/2009,FAILURE OF DISCLOSURE ACCOUNTING IRREGULARITIES,ONGOING,2/4/2014,1,0,0,0,0
Emmis Communications Corporation,6/18/2010,6/2/2009,5/24/2010,MERGER RELATED FRAUD,DISMISSED,10/25/2010,0,0,1,0,0
"Stewardship Investment Advisors, LLC : Stewardship Fund",6/18/2010,2/7/2006,10/7/2008,FAILURE OF DISCLOSURE (NON-ACCOUNTING),SETTLED,2/10/2014,0,0,0,1,0
"Wyeth : Pfizer, Inc., as successor-in-interest to Wyeth",6/18/2010,5/21/2007,7/29/2008,FAILURE OF DISCLOSURE (NON-ACCOUNTING),DISMISSED,5/3/2013,0,0,0,1,0
"ATS Medical Inc. : Medtronic, Inc./Pilgrim Merger Corporation",6/21/2010,4/29/2010,5/25/2010,MERGER AND ACQUISITION RELATED FRAUD,DISMISSED,7/12/2010,0,0,1,0,0
Anadarko Petroleum Corporation,6/23/2010,6/12/2009,6/9/2010,FAILURE OF DISCLOSURE ACCOUNTING IRREGULARITIES,ONGOING,12/18/2013,1,0,0,0,0
"Thor Industries, Inc. ",6/25/2010,11/30/2009,6/10/2010,FAILURE OF DISCLOSURE ACCOUNTING IRREGULARITIES,DISMISSED,9/7/2010,1,0,0,0,0
"KPMG, LLP : Diebold Inc.",6/30/2010,6/30/2005,1/15/2008,FAILURE OF DISCLOSURE ACCOUNTING IRREGULARITIES,SETTLED,11/8/2013,1,0,0,0,0
OMNI Energy Services Corporation,7/1/2010,6/4/2010,7/1/2010,MERGER AND ACQUISITION RELATED FRAUD,SETTLED,12/12/2011,0,0,1,0,0
Syntax-Brillian Corporation,7/7/2010,11/15/2007,7/8/2008,NON-ACCOUNTING MISREPRESENTATIONS,SETTLED,5/6/2011,0,0,0,1,0
Ford Motor Company : Ford Motor Company Capital Trust II 6.5% Cumulative Convertible Trust Preferred Securities,7/8/2010,6/21/2010,6/30/2010,FAILURE OF DISCLOSURE (NON-ACCOUNTING),DISMISSED,5/10/2013,0,0,0,1,0
Eksportfinans A.S.A. : Enhanced Yield Reverse Exchangeable Securities with Contingent Downside Protection,7/13/2010,9/1/2007,7/13/2010,NON-ACCOUNTING MISREPRESENTATIONS,DISMISSED,9/21/2010,0,0,0,1,0
Royal Bank of Canada : Lehman Brothers Reverse Convertible Securities,7/19/2010,2/14/2008,7/19/2010,ACQUISITION RELATED FRAUD,DISMISSED,1/6/2011,0,0,0,0,0
"DJSP Enterprises, Inc.",7/20/2010,3/16/2010,5/27/2010,CREDIT CRISIS (OTHER),DISMISSED,9/30/2011,0,0,1,0,0
Advanta Corporation : RediReserve variable rate certificates and investment notes,7/23/2010,6/24/2007,11/8/2009,FAILURE OF DISCLOSURE ACCOUNTING IRREGULARITIES,SETTLED,2/10/2014,1,0,0,0,0
"Geneva Exchange, Inc. : Berthel Fisher & Company Financial Services, Inc. : Tenant In Common Interest in Beamer Place Apartments",7/26/2010,3/25/2008,9/18/2009,CREDIT CRISIS (OTHER),DISMISSED,2/4/2011,0,0,1,0,0
"ADC Telecommunications, Inc.",7/28/2010,7/13/2010,7/28/2010,MERGER AND ACQUISITION RELATED FRAUD,DISMISSED,10/19/2010,0,0,1,0,0
"XenoPort, Inc.",7/28/2010,5/5/2009,2/17/2010,PRODUCT LIABILITY RELATED FRAUD,DISMISSED,12/12/2011,0,0,0,0,1
Monsanto Company,7/29/2010,1/7/2009,5/27/2010,FAILURE OF DISCLOSURE (NON-ACCOUNTING),DISMISSED,8/1/2012,0,0,0,1,0
"Morgan Stanley : Morgan Stanley Capital I Trust 2006-IQ12, Classes A-F",8/2/2010,12/6/2006,9/3/2009,CREDIT CRISIS (FINANCIAL INSTITUTION),DISMISSED,9/22/2010,0,0,1,0,0
"Almost Family, Inc.",8/3/2010,11/4/2009,6/30/2010,FAILURE OF DISCLOSURE ACCOUNTING IRREGULARITIES,DISMISSED,2/10/2012,1,0,0,0,0
"Intuitive Surgical, Inc.",8/6/2010,2/1/2008,1/7/2009,FAILURE OF DISCLOSURE (NON-ACCOUNTING),DISMISSED,6/20/2012,0,0,0,1,0
"Orient Paper, Inc.",8/6/2010,3/27/2009,7/22/2010,FAILURE OF DISCLOSURE ACCOUNTING IRREGULARITIES,SETTLED,1/22/2014,1,0,0,0,0
"Alphatec Holdings, Inc.",8/10/2010,12/18/2009,8/5/2010,NON-ACCOUNTING MISREPRESENTATIONS,DISMISSED,5/7/2013,0,0,0,1,0
"Wells Fargo Bank : Wells Fargo Mortgage Backed Securities Trust : Mortgage Pass-Through Certificates, Series 2006-AR15",8/10/2010,9/20/2006,8/10/2010,CREDIT CRISIS (ASSET BACKED SECURITIES),DISMISSED,11/29/2010,0,0,1,0,0
Education Management Corporation,8/11/2010,10/2/2009,8/3/2010,FAILURE OF DISCLOSURE ACCOUNTING IRREGULARITIES,DISMISSED,4/18/2012,1,0,0,0,0
"American Public Education, Inc.",8/12/2010,2/22/2010,8/5/2010,FAILURE OF DISCLOSURE ACCOUNTING IRREGULARITIES,DISMISSED,12/8/2011,1,0,0,0,0
"Apollo Group, Inc.",8/13/2010,12/7/2009,8/3/2010,FAILURE OF DISCLOSURE ACCOUNTING IRREGULARITIES,DISMISSED,7/20/2012,1,0,0,0,0
Lincoln Educational Services Corporation,8/13/2010,3/3/2010,8/5/2010,FAILURE OF DISCLOSURE ACCOUNTING IRREGULARITIES,DISMISSED,9/6/2011,1,0,0,0,0
"SciClone Pharmaceuticals, Inc.",8/13/2010,5/11/2009,8/10/2010,FAILURE OF DISCLOSURE ACCOUNTING IRREGULARITIES,DISMISSED,12/1/2010,1,0,0,0,0
"Progressive Energy Partners, LLC",8/17/2010,8/17/2010,8/17/2010,FAILURE OF DISCLOSURE (NON-ACCOUNTING),SETTLED,4/11/2011,0,0,0,1,0
Hewlett-Packard Company,8/18/2010,8/6/2010,8/18/2010,DERIVATIVE ACTION INCLUDED,DISMISSED,5/6/2013,0,0,1,0,0
CVB Financial Corporation,8/23/2010,10/21/2009,8/9/2010,FAILURE OF DISCLOSURE ACCOUNTING IRREGULARITIES,DISMISSED,11/22/2013,1,0,0,0,0
Northern Trust Corporation,8/24/2010,10/17/2007,10/20/2009,FAILURE OF DISCLOSURE ACCOUNTING IRREGULARITIES,DISMISSED,5/16/2013,1,0,0,0,0
"American Apparel, Inc.",8/25/2010,12/20/2006,8/17/2010,FAILURE OF DISCLOSURE ACCOUNTING IRREGULARITIES,SETTLED,3/28/2014,1,0,0,0,0
"Superior Well Services, Inc.",8/25/2010,8/11/2010,8/25/2010,MERGER AND ACQUISITION RELATED FRAUD,SETTLED,9/9/2011,0,0,1,0,0
China Natural Gas Inc.,8/26/2010,3/10/2010,8/19/2010,FAILURE OF DISCLOSURE ACCOUNTING IRREGULARITIES,ONGOING,1/28/2014,1,0,0,0,0
Penwest Pharmaceuticals Co.,8/26/2010,8/9/2010,8/26/2010,MERGER RELATED FRAUD,DISMISSED,9/15/2010,0,0,1,0,0
"Corinthian Colleges, Inc.",8/31/2010,10/30/2007,8/19/2010,FAILURE OF DISCLOSURE ACCOUNTING IRREGULARITIES,DISMISSED,8/23/2012,1,0,0,0,0
"Smithtown Bancorp, Inc. : Merger with People's United Financial, Inc.",9/1/2010,7/15/2010,9/1/2010,MERGER RELATED FRAUD,DISMISSED,10/20/2010,0,0,1,0,0
"DG FastChannel, Inc.",9/2/2010,8/4/2010,8/27/2010,FAILURE OF DISCLOSURE (NON-ACCOUNTING),SETTLED,9/20/2011,0,0,0,1,0
"Beckman Coulter, Inc.",9/3/2010,7/31/2009,7/22/2010,FAILURE OF DISCLOSURE (NON-ACCOUNTING),SETTLED,3/2/2012,0,0,0,1,0
"Lance, Inc. ",9/3/2010,7/22/2010,9/3/2010,MERGER RELATED FRAUD,DISMISSED,12/6/2010,0,0,1,0,0
"TeleNav, Inc.",9/3/2010,5/13/2010,9/3/2010,IPO-NON ALLOCATION,SETTLED,2/17/2012,0,0,1,0,0
"ICx Technologies, Inc.",9/9/2010,8/16/2010,9/9/2010,MERGER AND ACQUISITION RELATED FRAUD,SETTLED,7/8/2011,0,0,1,0,0
"Acura Pharmaceuticals, Inc.",9/10/2010,2/21/2006,4/22/2010,FAILURE OF DISCLOSURE (NON-ACCOUNTING),SETTLED,3/14/2012,0,0,0,1,0
ExpressJet Holdings Inc.,9/10/2010,9/3/2010,9/10/2010,MERGER AND ACQUISITION RELATED FRAUD,DISMISSED,4/15/2011,0,0,1,0,0
SearchMedia Holdings Limited (Formerly Known As Ideation Acquisition Corp.),9/13/2010,4/1/2009,8/20/2010,FAILURE OF DISCLOSURE ACCOUNTING IRREGULARITIES,SETTLED,11/30/2011,1,0,0,0,0
Cogent Inc.,9/16/2010,9/16/2010,9/16/2010,MERGER AND ACQUISITION RELATED FRAUD,DISMISSED,1/11/2011,0,0,1,0,0
"Dynegy, Inc.",9/16/2010,8/13/2010,9/16/2010,MERGER AND ACQUISITION RELATED FRAUD,DISMISSED,3/1/2011,0,0,1,0,0
"China-Biotics, Inc.",9/17/2010,7/10/2008,8/30/2010,FAILURE OF DISCLOSURE ACCOUNTING IRREGULARITIES,ONGOING,12/3/2013,1,0,0,0,0
PCS Edventures!.com,9/17/2010,3/28/2007,8/15/2007,FAILURE OF DISCLOSURE (NON-ACCOUNTING),SETTLED,2/22/2012,0,0,0,1,0
"Arena Pharmaceuticals, Inc.",9/20/2010,5/11/2009,9/16/2010,FAILURE OF DISCLOSURE (NON-ACCOUNTING),ONGOING,12/30/2013,0,0,0,1,0
"Duoyuan Global Water, Inc.",9/20/2010,11/9/2009,9/13/2010,FAILURE OF DISCLOSURE ACCOUNTING IRREGULARITIES,SETTLED,1/28/2014,1,0,0,0,0
"Duoyuan Printing, Inc.",9/20/2010,11/6/2009,9/13/2010,FAILURE OF DISCLOSURE ACCOUNTING IRREGULARITIES,SETTLED,4/2/2014,1,0,0,0,0
Baxter International Inc.,9/21/2010,9/17/2009,5/3/2010,FAILURE OF DISCLOSURE (NON-ACCOUNTING),ONGOING,4/14/2014,0,0,0,1,0
Johnson & Johnson,9/21/2010,10/14/2008,7/21/2010,PRODUCT LIABILITY RELATED FRAUD,SETTLED,2/28/2014,0,0,0,0,1
Phoenix Technologies Ltd. : Merger with Marlin Equity Partners,9/22/2010,8/17/2010,8/17/2010,MERGER RELATED FRAUD,DISMISSED,1/3/2011,0,0,1,0,0
"Ernst & Young, Ltd. (Bermuda) and Ernst & Young, Ltd. (Bahamas) : Stewardship Investment Advisors LLC : Stewardship Credit Arbitrage Fund, L.L.C.",9/24/2010,3/15/2006,10/22/2008,FAILURE OF DISCLOSURE ACCOUNTING IRREGULARITIES,DISMISSED,12/19/2012,1,0,0,0,0
BlueLinx Holdings Inc.,9/30/2010,9/27/2010,10/8/2010,MERGER AND ACQUISITION RELATED FRAUD,DISMISSED,2/2/2012,0,0,1,0,0
"Goldman, Sachs & Co. : [CDO Offerings]: Hudson Mezzanine Funding 2006-1, Ltd., Hudson Mezzanine Funding 2006-1, Corp., Hudson Mezzanine Funding 2006-2, Ltd., Hudson Mezzanine Funding 2006-2, Corp. ",9/30/2010,12/5/2006,9/30/2010,CREDIT CRISIS (ASSET BACKED SECURITIES),ONGOING,3/20/2014,0,0,1,0,0
Green Mountain Coffee Roasters Inc.,9/30/2010,7/28/2010,9/28/2010,FAILURE OF DISCLOSURE ACCOUNTING IRREGULARITIES,DISMISSED,7/29/2013,1,0,0,0,0
Transocean Ltd. : Proposed Merger with GlobalSantaFe,9/30/2010,10/2/2007,4/20/2010,MERGER AND ACQUISITION RELATED FRAUD,DISMISSED,3/11/2014,0,0,1,0,0
"AspenBio Pharma, Inc.",10/1/2010,2/22/2007,7/19/2010,PRODUCT LIABILITY RELATED FRAUD,DISMISSED,10/29/2012,0,0,0,0,1
"FalconStor Software, Inc.",10/1/2010,2/5/2009,9/29/2010,FAILURE OF DISCLOSURE ACCOUNTING IRREGULARITIES,SETTLED,4/11/2014,1,0,0,0,0
"Georgetown Capital Group, Inc.",10/4/2010,6/1/1990,9/1/2010,NON-ACCOUNTING MISREPRESENTATIONS,DISMISSED,4/16/2014,0,0,0,1,0
"Trubion Pharmaceuticals, Inc.",10/4/2010,8/13/2010,8/13/2010,MERGER RELATED FRAUD,DISMISSED,9/5/2011,0,0,1,0,0
Potash Corporation of Saskatchewan Inc.,10/6/2010,8/23/2010,10/6/2010,ACQUISITION RELATED FRAUD,DISMISSED,11/19/2010,0,0,0,0,0
Inergy Holdings L.P. ,10/13/2010,8/7/2010,10/13/2010,MERGER RELATED FRAUD,DISMISSED,6/8/2011,0,0,1,0,0
"DynaVox, Inc.",10/14/2010,4/21/2010,4/21/2010,FAILURE OF DISCLOSURE (NON-ACCOUNTING),DISMISSED,2/18/2011,0,0,0,1,0
"China Green Agriculture, Inc.",10/15/2010,11/12/2009,9/1/2010,FAILURE OF DISCLOSURE ACCOUNTING IRREGULARITIES,SETTLED,3/20/2014,1,0,0,0,0
"SolarWinds, Inc.",10/15/2010,2/8/2010,7/21/2010,FAILURE OF DISCLOSURE ACCOUNTING IRREGULARITIES,DISMISSED,5/12/2011,1,0,0,0,0
"Strayer Education, Inc.",10/15/2010,11/1/2007,8/13/2010,FAILURE OF DISCLOSURE (NON-ACCOUNTING),DISMISSED,3/20/2012,0,0,0,1,0
Genzyme Corporation : Acquisition by Sanofi-Aventis SA ,10/18/2010,10/7/2010,10/18/2010,ACQUISITION RELATED FRAUD,DISMISSED,9/29/2011,0,0,0,0,0
Regions Financial Corporation,10/20/2010,2/27/2008,1/19/2009,FAILURE OF DISCLOSURE ACCOUNTING IRREGULARITIES,ONGOING,8/7/2013,1,0,0,0,0
"Meta Financial Group, Inc.",10/22/2010,5/14/2009,10/12/2010,FAILURE OF DISCLOSURE ACCOUNTING IRREGULARITIES,SETTLED,1/5/2012,1,0,0,0,0
"NightHawk Radiology Holdings, Inc. : Merger with Virtual Radiologic Corporation",10/22/2010,10/7/2010,10/7/2010,MERGER AND ACQUISITION RELATED FRAUD,SETTLED,12/15/2011,0,0,1,0,0
"PrivateBancorp, Inc.",10/22/2010,11/2/2007,10/23/2009,FAILURE OF DISCLOSURE ACCOUNTING IRREGULARITIES,DISMISSED,11/7/2011,1,0,0,0,0
The Washington Post Company,10/28/2010,7/31/2009,8/13/2010,NON-ACCOUNTING MISREPRESENTATIONS,DISMISSED,3/19/2013,0,0,0,1,0
Exobox Technologies Corporation,10/29/2010,10/7/2005,10/29/2010,FAILURE OF DISCLOSURE ACCOUNTING IRREGULARITIES,DISMISSED,9/11/2012,1,0,0,0,0
"DeVry, Inc.",11/1/2010,10/25/2007,8/13/2010,FAILURE OF DISCLOSURE (NON-ACCOUNTING),DISMISSED,6/12/2013,0,0,0,1,0
"Rae Systems, Inc.",11/1/2010,10/21/2010,11/1/2010,MERGER AND ACQUISITION RELATED FRAUD,DISMISSED,12/15/2011,0,0,1,0,0
"Gentiva Health Services, Inc.",11/2/2010,7/31/2008,7/20/2010,FAILURE OF DISCLOSURE (NON-ACCOUNTING),ONGOING,4/15/2014,0,0,0,1,0
"Vivus, Inc.",11/2/2010,9/9/2009,7/15/2010,PRODUCT LIABILITY RELATED FRAUD,DISMISSED,8/6/2013,0,0,0,0,1
"ITT Education Services, Inc.",11/3/2010,10/23/2008,8/13/2010,FAILURE OF DISCLOSURE ACCOUNTING IRREGULARITIES,DISMISSED,5/4/2012,1,0,0,0,0
The St. Joe Company,11/3/2010,2/19/2008,10/12/2010,FAILURE OF DISCLOSURE ACCOUNTING IRREGULARITIES,DISMISSED,5/16/2013,1,0,0,0,0
Capella Education Company,11/4/2010,2/16/2010,8/13/2010,FAILURE OF DISCLOSURE (NON-ACCOUNTING),DISMISSED,6/1/2012,0,0,0,1,0
Alberto-Culver Company,11/8/2010,9/27/2010,11/8/2010,MERGER AND ACQUISITION RELATED FRAUD,DISMISSED,2/24/2011,0,0,1,0,0
RINO International Corporation,11/12/2010,3/31/2009,11/11/2010,FAILURE OF DISCLOSURE ACCOUNTING IRREGULARITIES,SETTLED,2/13/2014,1,0,0,0,0
"Green Bankshares, Inc.",11/18/2010,1/19/2010,11/9/2010,FAILURE OF DISCLOSURE ACCOUNTING IRREGULARITIES,SETTLED,8/21/2013,1,0,0,0,0
Wilmington Trust Corporation,11/18/2010,10/23/2009,11/1/2010,FAILURE OF DISCLOSURE ACCOUNTING IRREGULARITIES,ONGOING,9/19/2013,1,0,0,0,0
"MELA Sciences, Inc.",11/19/2010,2/13/2009,11/16/2010,FAILURE OF DISCLOSURE ACCOUNTING IRREGULARITIES,DISMISSED,12/11/2012,1,0,0,0,0
Capital Gold Corporation,11/22/2010,10/1/2010,11/22/2010,MERGER AND ACQUISITION RELATED FRAUD,DISMISSED,12/27/2011,0,0,1,0,0
Actividentity Corporation,11/23/2010,10/11/2010,11/23/2010,MERGER AND ACQUISITION RELATED FRAUD,DISMISSED,3/2/2011,0,0,1,0,0
"Lender Processing Services, Inc.",11/23/2010,7/29/2009,10/4/2010,FAILURE OF DISCLOSURE (NON-ACCOUNTING),SETTLED,2/14/2014,0,0,0,1,0
Principal Financial Group : Principal Funds,12/1/2010,3/1/2009,12/1/2010,FAILURE OF DISCLOSURE ACCOUNTING IRREGULARITIES,DISMISSED,3/25/2011,1,0,0,0,0
"China Education Alliance, Inc.",12/2/2010,3/31/2009,11/29/2010,FAILURE OF DISCLOSURE ACCOUNTING IRREGULARITIES,SETTLED,2/7/2014,1,0,0,0,0
Mecox Lane Limited,12/3/2010,10/26/2010,11/29/2010,FAILURE OF DISCLOSURE ACCOUNTING IRREGULARITIES,DISMISSED,12/26/2012,1,0,0,0,0
"National Lampoon, Inc.",12/3/2010,3/1/2008,12/15/2008,FAILURE OF DISCLOSURE (NON-ACCOUNTING),SETTLED,3/12/2012,0,0,0,1,0
"SMART Technologies, Inc.",12/3/2010,7/20/2010,11/10/2010,FAILURE OF DISCLOSURE (NON-ACCOUNTING),SETTLED,5/15/2013,0,0,0,1,0
"Genoptix, Inc.",12/6/2010,7/31/2009,6/15/2010,NON-ACCOUNTING MISREPRESENTATIONS,SETTLED,3/3/2014,0,0,0,1,0
J.P. Morgan Chase & Co. : iShares Silver Trust and ETF Securities Ltd. Silver Trust,12/7/2010,3/1/2008,12/7/2010,LEVERAGED EXCHANGE-TRADED FUNDS,DISMISSED,9/12/2011,0,1,0,0,0
"Bucyrus International, Inc.",12/8/2010,11/15/2010,12/8/2010,MERGER RELATED FRAUD,ONGOING,1/2/2013,0,0,1,0,0
World Wide Child Care Corporation,12/9/2010,1/1/2000,12/10/2010,FAILURE OF DISCLOSURE (NON-ACCOUNTING),DISMISSED,12/29/2010,0,0,0,1,0
"Maxam Capital GP, LLC",12/10/2010,5/30/2006,12/11/2008,MADOFF-RELATED CASE (NON-MADOFF FUND),ONGOING,10/24/2013,0,1,0,0,0
Mediacom Communications Corp.,12/10/2010,11/15/2010,12/10/2010,MERGER AND ACQUISITION RELATED FRAUD,DISMISSED,7/21/2011,0,0,1,0,0
"J. Crew Group, Inc. ",12/14/2010,11/23/2010,12/14/2010,MERGER AND ACQUISITION RELATED FRAUD,DISMISSED,3/16/2012,0,0,1,0,0
"Alternate Energy Holdings, Inc.",12/20/2010,9/20/2006,12/14/2010,FAILURE OF DISCLOSURE (NON-ACCOUNTING),SETTLED,11/5/2012,0,0,0,1,0
Del Monte Foods Company,12/20/2010,12/15/2010,12/20/2010,MERGER AND ACQUISITION RELATED FRAUD,DISMISSED,6/6/2011,0,0,1,0,0
Geron Corporation,12/21/2010,7/30/2010,12/6/2010,NON-ACCOUNTING MISREPRESENTATIONS,DISMISSED,2/15/2011,0,0,0,1,0
"Novell, Inc.",12/29/2010,11/21/2010,12/30/2010,MERGER AND ACQUISITION RELATED FRAUD,DISMISSED,6/15/2011,0,0,1,0,0
"Tongxin International, Ltd.",1/3/2011,5/15/2009,12/14/2009,FAILURE OF DISCLOSURE ACCOUNTING IRREGULARITIES,SETTLED,7/19/2012,1,0,0,0,0
Frontpoint Partners LLC,1/4/2011,12/7/2007,1/22/2008,FAILURE OF DISCLOSURE (NON-ACCOUNTING),DISMISSED,7/20/2012,0,0,0,1,0
Tekelec,1/6/2011,2/11/2010,8/5/2010,FAILURE OF DISCLOSURE (NON-ACCOUNTING),DISMISSED,3/22/2013,0,0,0,1,0
VCG Holding Corporation,1/6/2011,11/9/2010,1/6/2011,MERGER AND ACQUISITION RELATED FRAUD,DISMISSED,1/11/2012,0,0,1,0,0
"Airtran Holdings, Inc. ",1/18/2011,9/26/2010,1/18/2011,MERGER AND ACQUISITION RELATED FRAUD,DISMISSED,10/26/2011,0,0,1,0,0
Lasercard Corporation,1/18/2011,12/20/2010,1/18/2011,MERGER AND ACQUISITION RELATED FRAUD,DISMISSED,4/8/2011,0,0,1,0,0
"Coinstar, Inc.",1/24/2011,10/28/2010,1/13/2011,FAILURE OF DISCLOSURE (NON-ACCOUNTING),SETTLED,12/13/2012,0,0,0,1,0
Mannkind Corporation ,1/31/2011,6/25/2010,1/19/2011,FAILURE OF DISCLOSURE (NON-ACCOUNTING),SETTLED,1/17/2014,0,0,0,1,0
Bank of America Corporation,2/2/2011,1/20/2010,10/19/2010,FAILURE OF DISCLOSURE ACCOUNTING IRREGULARITIES,ONGOING,3/25/2014,1,0,0,0,0
"Life Partners Holdings, Inc.",2/3/2011,5/29/2007,1/19/2011,FAILURE OF DISCLOSURE (NON-ACCOUNTING),ONGOING,11/20/2012,0,0,0,1,0
"The Talbots, Inc.",2/3/2011,12/8/2009,1/11/2011,FAILURE OF DISCLOSURE (NON-ACCOUNTING),DISMISSED,11/26/2013,0,0,0,1,0
"China MediaExpress Holdings, Inc.",2/4/2011,11/8/2010,2/3/2011,NON-ACCOUNTING MISREPRESENTATIONS,DISMISSED,4/15/2014,0,0,0,1,0
"China Valves Technology, Inc.",2/4/2011,1/12/2010,1/13/2011,FAILURE OF DISCLOSURE ACCOUNTING IRREGULARITIES,ONGOING,12/3/2013,1,0,0,0,0
Whitney Holding Corporation,2/7/2011,12/22/2010,2/7/2011,MERGER RELATED FRAUD,DISMISSED,5/19/2011,0,0,1,0,0
YRC Worldwide Inc.,2/7/2011,4/24/2008,11/2/2009,FAILURE OF DISCLOSURE (NON-ACCOUNTING),ONGOING,2/21/2014,0,0,0,1,0
Aegean Marine Petroleum Network Inc.,2/9/2011,1/4/2010,2/3/2011,FAILURE OF DISCLOSURE (NON-ACCOUNTING),DISMISSED,7/28/2011,0,0,0,1,0
"All American Group, Inc.",2/9/2011,11/8/2010,2/9/2011,MERGER RELATED FRAUD,DISMISSED,4/8/2011,0,0,1,0,0
"Atheros Communications, Inc.",2/10/2011,1/5/2011,2/10/2011,MERGER AND ACQUISITION RELATED FRAUD,DISMISSED,6/13/2012,0,0,1,0,0
"Broadwind Energy, Inc.",2/11/2011,3/17/2009,8/9/2010,FAILURE OF DISCLOSURE ACCOUNTING IRREGULARITIES,SETTLED,6/27/2013,1,0,0,0,0
"China Agritech, Inc.",2/11/2011,2/8/2010,2/3/2011,NON-ACCOUNTING MISREPRESENTATIONS,DISMISSED,10/2/2012,0,0,0,1,0
Smurfit-Stone Container Corporation,2/17/2011,1/23/2011,2/17/2011,MERGER AND ACQUISITION RELATED FRAUD,DISMISSED,10/4/2011,0,0,1,0,0
"Verizon Communications Inc. : Tender Offer with Terremark Worldwide, Inc.",2/17/2011,1/27/2011,2/17/2011,MERGER AND ACQUISITION RELATED FRAUD,DISMISSED,8/18/2011,0,0,1,0,0
"Best Buy Co., Inc.",2/18/2011,9/14/2010,12/13/2010,NON-ACCOUNTING MISREPRESENTATIONS,ONGOING,3/28/2014,0,0,0,1,0
"Elan Corporation, PLC",2/23/2011,7/2/2009,8/5/2009,NON-ACCOUNTING MISREPRESENTATIONS,DISMISSED,11/10/2011,0,0,0,1,0
"Itron, Inc.",2/23/2011,4/28/2010,2/16/2011,FAILURE OF DISCLOSURE ACCOUNTING IRREGULARITIES,DISMISSED,9/11/2012,1,0,0,0,0
Oilsands Quest Inc.,2/24/2011,8/14/2006,7/14/2009,FAILURE OF DISCLOSURE ACCOUNTING IRREGULARITIES,SETTLED,2/11/2014,1,0,0,0,0
"Beckman Coulter, Inc.",2/25/2011,2/7/2011,2/25/2011,MERGER AND ACQUISITION RELATED FRAUD,DISMISSED,8/19/2011,0,0,1,0,0
FXCM Incorporated,3/3/2011,12/7/2010,2/8/2011,IPO-NON ALLOCATION,DISMISSED,7/1/2011,0,0,1,0,0
"Equinix, Inc.",3/4/2011,7/29/2010,10/5/2010,FAILURE OF DISCLOSURE (NON-ACCOUNTING),DISMISSED,7/3/2013,0,0,0,1,0
"Weatherford International, Ltd.",3/4/2011,4/25/2007,3/1/2011,FAILURE OF DISCLOSURE ACCOUNTING IRREGULARITIES,SETTLED,1/29/2014,1,0,0,0,0
Pride International Inc.,3/8/2011,2/6/2011,3/8/2011,MERGER AND ACQUISITION RELATED FRAUD,DISMISSED,12/20/2013,0,0,1,0,0
Radient Pharmaceuticals Corporation,3/11/2011,1/18/2011,3/4/2011,NON-ACCOUNTING MISREPRESENTATIONS,SETTLED,12/17/2013,0,0,0,1,0
"United Western Bancorp, Inc.",3/11/2011,9/17/2009,3/11/2011,NON-ACCOUNTING MISREPRESENTATIONS,DISMISSED,2/28/2013,0,0,0,1,0
